"patent_id";"serial_number";"event_type";"event_date";"event_code";"event_description"
US10009005B2;"1";Information on status: patent grant;"2018/6/6";STCF;Free format text: PATENTED CASE
US10009017B2;"0";Assignment;"2015/11/24";AS;"Owner name: FARADAY TECHNOLOGY CORP., TAIWAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:CHOU, PEI-YUAN;WANG, JINN-SHYAN;CHANG, YEONG-JAR;REEL/FRAME:037123/0975 Effective date: 20150302"
US10009017B2;"1";Information on status: patent grant;"2018/6/6";STCF;Free format text: PATENTED CASE
US10009017B2;"2";Maintenance fee payment;"2021/9/22";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10009018B1;"0";Assignment;"2017/6/28";AS;"Owner name: STMICROELECTRONICS S.R.L., ITALY Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:POLETTO, VANNI;MAINO, ANDREA;REEL/FRAME:042836/0567 Effective date: 20170627"
US10009018B1;"1";Information on status: patent grant;"2018/6/6";STCF;Free format text: PATENTED CASE
US10009018B1;"2";Certificate of correction;"2019/8/27";CC;""
US10009018B1;"3";Maintenance fee payment;"2021/11/18";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10009022B2;"0";Information on status: patent grant;"2018/6/6";STCF;Free format text: PATENTED CASE
US10009022B2;"1";Maintenance fee payment;"2021/11/18";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10009079B2;"0";Assignment;"2017/9/18";AS;"Owner name: LG ELECTRONICS INC., KOREA, REPUBLIC OF Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:MOON, SANGCHUL;KO, WOOSUK;HONG, SUNGRYONG;AND OTHERS;SIGNING DATES FROM 20160106 TO 20160112;REEL/FRAME:043611/0150"
US10009079B2;"1";Information on status: patent grant;"2018/6/6";STCF;Free format text: PATENTED CASE
US10009079B2;"2";Maintenance fee payment;"2021/11/8";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10009087B2;"0";Assignment;"2016/9/7";AS;"Owner name: HUAWEI TECHNOLOGIES CO., LTD., CHINA Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:LIU, JIANQIN;REEL/FRAME:039658/0311 Effective date: 20160512"
US10009087B2;"1";Information on status: patent grant;"2018/6/6";STCF;Free format text: PATENTED CASE
US10009109B2;"0";Assignment;"2017/8/29";AS;"Owner name: INPHI CORPORATION, CALIFORNIA Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:ROPE, TODD;NAGARAJAN, RADHAKRISHNAN L.;RIANI, JAMAL;AND OTHERS;SIGNING DATES FROM 20150911 TO 20151005;REEL/FRAME:043439/0432"
US10009109B2;"1";Information on status: patent grant;"2018/6/6";STCF;Free format text: PATENTED CASE
US10009109B2;"2";Assignment;"2021/6/23";AS;"Owner name: MARVELL TECHNOLOGY CAYMAN I, CAYMAN ISLANDS Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:INPHI CORPORATION;REEL/FRAME:056649/0823 Effective date: 20210617"
US10009109B2;"3";Assignment;"2021/6/25";AS;"Owner name: CAVIUM INTERNATIONAL, CAYMAN ISLANDS Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:MARVELL TECHNOLOGY CAYMAN I;REEL/FRAME:057279/0519 Effective date: 20210620"
US10009109B2;"4";Assignment;"2021/8/27";AS;"Owner name: MARVELL ASIA PTE LTD., SINGAPORE Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:CAVIUM INTERNATIONAL;REEL/FRAME:057336/0873 Effective date: 20210620"
US10009110B2;"0";Assignment;"2016/9/27";AS;"Owner name: FUTUREWEI TECHNOLOGIES, INC., TEXAS Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:REMEIN, DUANE;EFFENBERGER, FRANK;LUO, YUANQIU;SIGNING DATES FROM 20160923 TO 20160926;REEL/FRAME:039862/0590"
US10009110B2;"1";Information on status: patent grant;"2018/6/6";STCF;Free format text: PATENTED CASE
US10009110B2;"2";Certificate of correction;"2019/1/29";CC;""
US10009110B2;"3";Maintenance fee payment;"2021/12/8";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10009121B2;"0";Assignment;"2017/6/26";AS;"Owner name: COMMSCOPE TECHNOLOGIES LLC, NORTH CAROLINA Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:VELLA-COLEIRO, GEORGE;HOU, XIAOHUA;SIGNING DATES FROM 20170622 TO 20170623;REEL/FRAME:042812/0922"
US10009121B2;"1";Information on status: patent grant;"2018/6/6";STCF;Free format text: PATENTED CASE
US10009121B2;"2";Assignment;"2019/7/3";AS;"Owner name: JPMORGAN CHASE BANK, N.A., NEW YORK Free format text: ABL SECURITY AGREEMENT;ASSIGNORS:COMMSCOPE, INC. OF NORTH CAROLINA;COMMSCOPE TECHNOLOGIES LLC;ARRIS ENTERPRISES LLC;AND OTHERS;REEL/FRAME:049892/0396 Effective date: 20190404 Owner name: WILMINGTON TRUST, NATIONAL ASSOCIATION, AS COLLATE Free format text: PATENT SECURITY AGREEMENT;ASSIGNOR:COMMSCOPE TECHNOLOGIES LLC;REEL/FRAME:049892/0051 Effective date: 20190404 Owner name: JPMORGAN CHASE BANK, N.A., NEW YORK Free format text: TERM LOAN SECURITY AGREEMENT;ASSIGNORS:COMMSCOPE, INC. OF NORTH CAROLINA;COMMSCOPE TECHNOLOGIES LLC;ARRIS ENTERPRISES LLC;AND OTHERS;REEL/FRAME:049905/0504 Effective date: 20190404 Owner name: WILMINGTON TRUST, NATIONAL ASSOCIATION, AS COLLATERAL AGENT, CONNECTICUT Free format text: PATENT SECURITY AGREEMENT;ASSIGNOR:COMMSCOPE TECHNOLOGIES LLC;REEL/FRAME:049892/0051 Effective date: 20190404"
US10009122B2;"0";Assignment;"2017/5/12";AS;"Owner name: ETS-LINDGREN INC., TEXAS Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:FOEGELLE, MICHAEL DAVID;REEL/FRAME:042357/0067 Effective date: 20170504"
US10009122B2;"1";Information on status: patent grant;"2018/6/6";STCF;Free format text: PATENTED CASE
US10009122B2;"2";Assignment;"2020/3/18";AS;"Owner name: ETS-LINDGREN INC., TEXAS Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:FOEGELLE, MICHAEL DAVID;REEL/FRAME:052150/0464 Effective date: 20170504"
US10009122B2;"3";Assignment;"2020/11/6";AS;"Owner name: ETS-LINDGREN INC., TEXAS Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:FOEGELLE, MICHAEL DAVID;REEL/FRAME:054297/0316 Effective date: 20170504"
US10009133B2;"0";Assignment;"2017/6/29";AS;"Owner name: NEC CORPORATION, JAPAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:KAMIYA, NORIFUMI;REEL/FRAME:042868/0685 Effective date: 20170619"
US10009133B2;"1";Information on status: patent grant;"2018/6/6";STCF;Free format text: PATENTED CASE
US10009133B2;"2";Certificate of correction;"2019/2/19";CC;""
US10009137B2;"0";Assignment;"2017/1/12";AS;"Owner name: NIPPON TELEGRAPH AND TELEPHONE COPORATION, JAPAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:YOSHIDA, TOMOAKI;KANEKO, SHIN;KIMURA, SHUNJI;REEL/FRAME:040975/0993 Effective date: 20170105"
US10009137B2;"1";Information on status: patent grant;"2018/6/6";STCF;Free format text: PATENTED CASE
US10009145B2;"0";Assignment;"2017/5/2";AS;"Owner name: LG ELECTRONICS INC., KOREA, REPUBLIC OF Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:SEO, DONGYOUN;YANG, SUCKCHEL;AHN, JOONKUI;SIGNING DATES FROM 20141021 TO 20141022;REEL/FRAME:042388/0750"
US10009145B2;"1";Information on status: patent grant;"2018/6/6";STCF;Free format text: PATENTED CASE
US10009145B2;"2";Maintenance fee payment;"2021/11/8";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10009181B2;"0";Assignment;"2018/1/23";AS;"Owner name: VERISIGN, INC., VIRGINIA Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:KALISKI, BURTON S, JR;OSTERWEIL, ERIC;WILEY, GLEN;REEL/FRAME:044701/0708 Effective date: 20150729"
US10009181B2;"1";Information on status: patent grant;"2018/6/6";STCF;Free format text: PATENTED CASE
US10009192B2;"0";Assignment;"2016/4/27";AS;"Owner name: ROBERT BOSCH GMBH, GERMANY Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:ZINNER, HELGE;REEL/FRAME:038394/0901 Effective date: 20160402"
US10009192B2;"1";Information on status: patent grant;"2018/6/6";STCF;Free format text: PATENTED CASE
US10009204B2;"0";Assignment;"2015/9/9";AS;"Owner name: TELEFONAKTIEBOLAGET L M ERICSSON (PUBL), SWEDEN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:GUO, ZHIHENG;SAHLIN, HENRIK;WANG, JIANFENG;AND OTHERS;REEL/FRAME:036521/0132 Effective date: 20150803"
US10009204B2;"1";Information on status: patent grant;"2018/6/6";STCF;Free format text: PATENTED CASE
US10009262B2;"0";Assignment;"2015/9/25";AS;"Owner name: FUJITSU LIMITED, JAPAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:TOCHIO, YUJI;REEL/FRAME:036654/0555 Effective date: 20150907"
US10009262B2;"1";Information on status: patent grant;"2018/6/6";STCF;Free format text: PATENTED CASE
US10009262B2;"2";Maintenance fee payment;"2021/12/8";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10009264B2;"0";Assignment;"2016/3/18";AS;"Owner name: NOKIA SOLUTIONS AND NETWORKS MANAGEMENT INTERNATIO Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:HOFFMANN, KLAUS;REEL/FRAME:038025/0656 Effective date: 20160315"
US10009264B2;"1";Assignment;"2017/12/29";AS;"Owner name: NOKIA SOLUTIONS AND NETWORKS GMBH & CO. KG, GERMANY Free format text: MERGER;ASSIGNOR:NOKIA SOLUTIONS AND NETWORKS MANAGEMENT INTERNATIONAL GMBH;REEL/FRAME:044506/0995 Effective date: 20171213 Owner name: NOKIA SOLUTIONS AND NETWORKS GMBH & CO. KG, GERMAN Free format text: MERGER;ASSIGNOR:NOKIA SOLUTIONS AND NETWORKS MANAGEMENT INTERNATIONAL GMBH;REEL/FRAME:044506/0995 Effective date: 20171213"
US10009264B2;"2";Information on status: patent grant;"2018/6/6";STCF;Free format text: PATENTED CASE
US10009268B2;"0";Assignment;"2015/1/6";AS;"Owner name: SAMSUNG ELECTRONICS CO., LTD, KOREA, REPUBLIC OF Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:SHIN, BONG-JHIN;KANG, JAE-EUN;KANG, HAN-SU;AND OTHERS;REEL/FRAME:034647/0654 Effective date: 20150106"
US10009268B2;"1";Information on status: patent grant;"2018/6/6";STCF;Free format text: PATENTED CASE
US10009268B2;"2";Maintenance fee payment;"2021/11/15";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10009272B2;"0";Assignment;"2016/5/20";AS;"Owner name: ELECTRONICS AND TELECOMMUNICATIONS RESEARCH INSTIT Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:LEE, WON KYOUNG;RYOO, JEONG DONG;CHEUNG, TAE SIK;REEL/FRAME:038659/0138 Effective date: 20160422"
US10009272B2;"1";Information on status: patent grant;"2018/6/6";STCF;Free format text: PATENTED CASE
US10009274B2;"0";Assignment;"2016/9/23";AS;"Owner name: VERIZON PATENT AND LICENSING INC., NEW JERSEY Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:JALIL, LUAY;MCDYSAN, DAVID E.;GOHRINGER, RUDY;AND OTHERS;SIGNING DATES FROM 20160922 TO 20160923;REEL/FRAME:039845/0244"
US10009274B2;"1";Information on status: patent grant;"2018/6/6";STCF;Free format text: PATENTED CASE
US10009274B2;"2";Maintenance fee payment;"2021/12/8";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10009294B2;"0";Assignment;"2015/6/12";AS;"Owner name: BROADCOM CORPORATION, CALIFORNIA Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:TZENG, SHR-JIE;REEL/FRAME:035829/0024 Effective date: 20150605"
US10009294B2;"1";Assignment;"2016/2/11";AS;"Owner name: BANK OF AMERICA, N.A., AS COLLATERAL AGENT, NORTH CAROLINA Free format text: PATENT SECURITY AGREEMENT;ASSIGNOR:BROADCOM CORPORATION;REEL/FRAME:037806/0001 Effective date: 20160201 Owner name: BANK OF AMERICA, N.A., AS COLLATERAL AGENT, NORTH Free format text: PATENT SECURITY AGREEMENT;ASSIGNOR:BROADCOM CORPORATION;REEL/FRAME:037806/0001 Effective date: 20160201"
US10009294B2;"2";Assignment;"2017/2/1";AS;"Owner name: AVAGO TECHNOLOGIES GENERAL IP (SINGAPORE) PTE. LTD., SINGAPORE Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:BROADCOM CORPORATION;REEL/FRAME:041706/0001 Effective date: 20170120 Owner name: AVAGO TECHNOLOGIES GENERAL IP (SINGAPORE) PTE. LTD Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:BROADCOM CORPORATION;REEL/FRAME:041706/0001 Effective date: 20170120"
US10009294B2;"3";Assignment;"2017/2/3";AS;"Owner name: BROADCOM CORPORATION, CALIFORNIA Free format text: TERMINATION AND RELEASE OF SECURITY INTEREST IN PATENTS;ASSIGNOR:BANK OF AMERICA, N.A., AS COLLATERAL AGENT;REEL/FRAME:041712/0001 Effective date: 20170119"
US10009294B2;"4";Information on status: patent grant;"2018/6/6";STCF;Free format text: PATENTED CASE
US10009294B2;"5";Assignment;"2018/10/5";AS;"Owner name: AVAGO TECHNOLOGIES INTERNATIONAL SALES PTE. LIMITE Free format text: MERGER;ASSIGNOR:AVAGO TECHNOLOGIES GENERAL IP (SINGAPORE) PTE. LTD.;REEL/FRAME:047422/0464 Effective date: 20180509"
US10009294B2;"6";Assignment;"2019/3/6";AS;"Owner name: AVAGO TECHNOLOGIES INTERNATIONAL SALES PTE. LIMITE Free format text: CORRECTIVE ASSIGNMENT TO CORRECT THE EXECUTION DATE PREVIOUSLY RECORDED AT REEL: 047422 FRAME: 0464. ASSIGNOR(S) HEREBY CONFIRMS THE MERGER;ASSIGNOR:AVAGO TECHNOLOGIES GENERAL IP (SINGAPORE) PTE. LTD.;REEL/FRAME:048883/0702 Effective date: 20180905"
US10009326B2;"0";Information on status: patent grant;"2018/6/6";STCF;Free format text: PATENTED CASE
US10009326B2;"1";Certificate of correction;"2018/10/9";CC;""
US10009326B2;"2";Maintenance fee payment;"2021/12/8";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10009346B2;"0";Assignment;"2015/12/30";AS;"Owner name: HONEYWELL INTERNATIONAL INC., NEW JERSEY Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:GOPALAKRISHNA, RAJESH;REEL/FRAME:037383/0947 Effective date: 20151230"
US10009346B2;"1";Information on status: patent grant;"2018/6/6";STCF;Free format text: PATENTED CASE
US10009403B1;"0";Information on status: patent grant;"2018/6/6";STCF;Free format text: PATENTED CASE
US10009408B2;"0";Assignment;"2015/3/10";AS;"Owner name: KABUSHIKI KAISHA TOSHIBA, JAPAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:GONDO, SHUNICHI;AIZU, HIROYUKI;KAWAZOE, HIROSHI;SIGNING DATES FROM 20150305 TO 20150306;REEL/FRAME:035126/0233"
US10009408B2;"1";Information on status: patent grant;"2018/6/6";STCF;Free format text: PATENTED CASE
US10009408B2;"2";Maintenance fee payment;"2021/12/8";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10009443B1;"0";Information on status: patent grant;"2018/6/6";STCF;Free format text: PATENTED CASE
US10009493B2;"0";Assignment;"2016/10/21";AS;"Owner name: KYOCERA DOCUMENT SOLUTIONS INC., JAPAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:KAKUTA, MASAYUKI;REEL/FRAME:040092/0036 Effective date: 20161018"
US10009493B2;"1";Information on status: patent grant;"2018/6/6";STCF;Free format text: PATENTED CASE
US10009493B2;"2";Maintenance fee payment;"2021/12/8";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10009497B2;"0";Assignment;"2016/10/6";AS;"Owner name: CANON KABUSHIKI KAISHA, JAPAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:SUGITA, HIKARU;REEL/FRAME:040254/0715 Effective date: 20160614"
US10009497B2;"1";Information on status: patent grant;"2018/6/6";STCF;Free format text: PATENTED CASE
US10009497B2;"2";Maintenance fee payment;"2021/11/17";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10009504B1;"0";Information on status: patent grant;"2018/6/6";STCF;Free format text: PATENTED CASE
US10009504B1;"1";Maintenance fee payment;"2021/11/29";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10009511B2;"0";Assignment;"2016/2/29";AS;"Owner name: CANON KABUSHIKI KAISHA, JAPAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:KOGURE, TAKESHI;REEL/FRAME:037846/0861 Effective date: 20151119"
US10009511B2;"1";Information on status: patent grant;"2018/6/6";STCF;Free format text: PATENTED CASE
US10009511B2;"2";Maintenance fee payment;"2021/11/17";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10009516B2;"0";Assignment;"2017/1/23";AS;"Owner name: GMG GMBH & CO. KG, GERMANY Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:WURSTER, JUERGEN;KRAMER, HENNING;REEL/FRAME:041050/0009 Effective date: 20161124"
US10009516B2;"1";Information on status: patent grant;"2018/6/6";STCF;Free format text: PATENTED CASE
US10009521B2;"0";Assignment;"2017/2/17";AS;"Owner name: ROBERT BOSCH GMBH, GERMANY Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:SEGER, ULRICH;BAUER, NIKOLAI;APEL, UWE;REEL/FRAME:041288/0148 Effective date: 20170123"
US10009521B2;"1";Information on status: patent grant;"2018/6/6";STCF;Free format text: PATENTED CASE
US10009524B2;"0";Assignment;"2015/8/26";AS;"Owner name: PANASONIC INTELLECTUAL PROPERTY MANAGEMENT CO., LT Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:BITO, TAKAKAZU;SUZUKI, HIROAKI;REEL/FRAME:036431/0559 Effective date: 20150724"
US10009524B2;"1";Information on status: patent grant;"2018/6/6";STCF;Free format text: PATENTED CASE
US10009553B2;"0";Assignment;"2018/5/24";AS;"Owner name: DRS NETWORK & IMAGING SYSTEMS, LLC, FLORIDA Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:CHRISTISON, GREGORY;REED, CHRIS;BLACKBURN, BRACEY J.;REEL/FRAME:045893/0516 Effective date: 20141110"
US10009553B2;"1";Information on status: patent grant;"2018/6/6";STCF;Free format text: PATENTED CASE
US10009553B2;"2";Maintenance fee payment;"2021/12/8";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10009557B2;"0";Assignment;"2016/10/10";AS;"Owner name: SONY CORPORATION, JAPAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:OKADA, CHIHIRO;REEL/FRAME:040300/0362 Effective date: 20160815"
US10009557B2;"1";Information on status: patent grant;"2018/6/6";STCF;Free format text: PATENTED CASE
US10009557B2;"2";Maintenance fee payment;"2021/11/18";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10009583B2;"0";Assignment;"2016/9/7";AS;"Owner name: CANON KABUSHIKI KAISHA, JAPAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:ITO, HIDENORI;REEL/FRAME:039943/0761 Effective date: 20160527"
US10009583B2;"1";Information on status: patent grant;"2018/6/6";STCF;Free format text: PATENTED CASE
US10009583B2;"2";Maintenance fee payment;"2021/11/17";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10009585B2;"0";Assignment;"2016/1/4";AS;"Owner name: MICROVISION, INC., WASHINGTON Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:HONKANEN, JARI;JACKSON, ROBERT JAMES;VISWANATHAN, P. SELVAN;AND OTHERS;SIGNING DATES FROM 20151221 TO 20160104;REEL/FRAME:037400/0761"
US10009585B2;"1";Information on status: patent grant;"2018/6/6";STCF;Free format text: PATENTED CASE
US10009605B1;"0";Information on status: patent grant;"2018/6/6";STCF;Free format text: PATENTED CASE
US10009605B1;"1";Maintenance fee payment;"2021/12/1";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10009619B2;"0";Assignment;"2014/11/19";AS;"Owner name: SONY CORPORATION, JAPAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:SATO, KAZUSHI;REEL/FRAME:034294/0897 Effective date: 20141019"
US10009619B2;"1";Information on status: patent grant;"2018/6/6";STCF;Free format text: PATENTED CASE
US10009619B2;"2";Maintenance fee payment;"2021/11/18";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10009624B2;"0";Information on status: patent grant;"2018/6/6";STCF;Free format text: PATENTED CASE
US10009624B2;"1";Maintenance fee payment;"2021/12/8";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10009669B2;"0";Assignment;"2017/3/27";AS;"Owner name: ELECTRONICS AND TELECOMMUNICATIONS RESEARCH INSTIT Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:YOO, SANGHWA;LEE, JOON KI;REEL/FRAME:041748/0547 Effective date: 20170228"
US10009669B2;"1";Information on status: patent grant;"2018/6/6";STCF;Free format text: PATENTED CASE
US10009681B2;"0";Assignment;"2018/1/12";AS;"Owner name: BOSE CORPORATION, MASSACHUSETTS Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:SAPIEJEWSKI, ROMAN;BELANGER, ROBERT;TAYLOR, TRISTAN EDWARD;REEL/FRAME:044604/0976 Effective date: 20130423"
US10009681B2;"1";Information on status: patent grant;"2018/6/6";STCF;Free format text: PATENTED CASE
US10009689B2;"0";Assignment;"2017/7/10";AS;"Owner name: TOYOTA JIDOSHA KABUSHIKI KAISHA, JAPAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:YAMADA, YOSHINORI;WATANABE, MASAYA;TAKEICHI, CHIKASHI;AND OTHERS;SIGNING DATES FROM 20170412 TO 20170510;REEL/FRAME:042951/0245"
US10009689B2;"1";Information on status: patent grant;"2018/6/6";STCF;Free format text: PATENTED CASE
US10009689B2;"2";Maintenance fee payment;"2021/12/8";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10009710B2;"0";Assignment;"2016/8/16";AS;"Owner name: SONY CORPORATION, JAPAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:TAKEUCHI, YASUO;REEL/FRAME:039695/0925 Effective date: 20160627"
US10009710B2;"1";Information on status: patent grant;"2018/6/6";STCF;Free format text: PATENTED CASE
US10009710B2;"2";Maintenance fee payment;"2021/11/18";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10009727B1;"0";Information on status: patent grant;"2018/6/6";STCF;Free format text: PATENTED CASE
US10009744B2;"0";Assignment;"2016/2/5";AS;"Owner name: VERIZON PATENT AND LICENSING INC., NEW JERSEY Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:WANG, XIN;YOUTZ, ANDREW E.;SIGNING DATES FROM 20150203 TO 20160202;REEL/FRAME:037670/0764"
US10009744B2;"1";Information on status: patent grant;"2018/6/6";STCF;Free format text: PATENTED CASE
