"patent_id";"patent_name";"publication_number";"publication_date";"application_number";"application_date";"grant_number";"grant_date";"priority_date";"inventors";"patent_holder";"classification";"brief_description";"claims_count";"cited_patents_count";"cited_by_count";"legal_status"
US1001551A;"""Turbine.""";US1001551A;"";"""US62793711A""";"1911/5/18";US1001551A;"1911/8/22";"1911/5/18";"""Ferdinand F Rathke""";"""Ferdinand F Rathke""";F04D15/0016||;"";"";"0";"1";US - Expired - Lifetime
US1001552A;"""Engineer's valve.""";US1001552A;"";"""US61069611A""";"1911/2/25";US1001552A;"1911/8/22";"1911/2/25";"""Joseph Reichmann""";"""Joseph Reichmann""";B60T15/043||;"";"";"0";"0";US - Expired - Lifetime
US1001554A;"""Fruit extract and process of making same.""";US1001554A;"";"""US58913110A""";"1910/10/26";US1001554A;"1911/8/22";"1910/10/26";"""Eugene G Ressencourt""";"""ELIOT H CHAMBERLAIN""";A23L2/02||;"";"";"0";"0";US - Expired - Lifetime
US10015569B1;"""Method and master device for detecting collisions in out""";US10015569B1;"";"""US15/740,207""";"2016/7/7";US10015569B1;"2018/7/3";"2015/7/9";"""Gwillerm Froc""";"""Mitsubishi Electric Corp""";H04Q11/0062||H04J14/0227||H04Q11/0067||H04Q2011/0064||H04Q2011/0083||;"""The invention relates to a method for detecting collisions in an out-of-band communication channel, implemented by a master device of an optical communications network enabling in-band communications and further comprising slave devices. The out-of-band communication channel enables transmissions of signalling information with respect to the in-band communications in the form of modulation symbols over successive symbol periods. Collisions occur when plural slave devices access the out-of-band communication channel by using carrier wavelengths matching each other. The master device: receives a signal via the out-of-band communication channel; oversamples the received signal, so as to obtain samples thereof, by using a frequency used for sampling the in-band communications or a submultiple derived therefrom; checks variations of magnitude of at least one parameter of the samples on a per symbol period basis; and detects a collision when the variations of each said parameter are greater than a predefined threshold.""";"9";"17";"0";EP - Active, JP - Active Active Application Filing Active, CN - Active Active Application Filing Active, WO - Active Active Application Filing Active, US - Active Active Application Filing Active
US1001556A;"""Process of making strawberry and raspberry extract.""";US1001556A;"";"""US60058911A""";"1911/1/3";US1001556A;"1911/8/22";"1911/1/3";"""Eugene G Ressencourt""";"""ELIOT H CHAMBERLAIN""";A23L33/105||;"";"";"0";"0";US - Expired - Lifetime
US1001557A;"""Hydrocarbon""";US1001557A;"";"""US61151511A""";"1911/2/28";US1001557A;"1911/8/22";"1911/2/28";"""Hiram C Ruggles""";"""Hiram C Ruggles""";F23D11/10||;"";"";"0";"2";US - Expired - Lifetime
US10015588B1;"""Beamforming optimization for receiving audio signals""";US20180176679A1;"2018/6/21";"""US15/384,598""";"2016/12/20";US10015588B1;"2018/7/3";"2016/12/20";"""Youhong Lu,Ravi Kalluri,Andrew Walters,Luigi Bojan,Yadong Wang,Vasanthi Vuppuluri""";"""Verizon Patent and Licensing Inc""";H04R1/406||G10L15/22||H04R3/005||H04R3/04||G10L2015/223||G10L2021/02166||H04R2201/401||H04R2201/403||H04R2430/23||;"""Techniques, described herein, may enable a computing device (e.g., a set-top-box, a user equipment (UE), etc.) with an array of sensors (e.g., microphones, antennas, etc.) to engage in beamforming in a manner that optimizes the signal strength of the target signal. For example, the computing device may create an optimized beam pattern by applying a pre-selected band width to a steering direction of the target signal. The beam width may include steering vectors at equal, angular distances from the steering direction, enabling steep transition slopes to be applied to the optimized beam pattern. In some implementations, the beam width and transition slopes may be standardized, such that the optimized beam pattern for any signal may be uniform, regardless of variables such as frequency and time.""";"20";"3";"3";US - Active
US1001558A;"""Electric terminal contact.""";US1001558A;"";"""US60579611A""";"1911/1/31";US1001558A;"1911/8/22";"1911/1/31";"""William Edwin Russell""";"""William Edwin Russell""";H01R4/5025||;"";"";"0";"3";US - Expired - Lifetime
US1001561A;"""Automatic wood""";US1001561A;"";"""US47462309A""";"1909/1/27";US1001561A;"1911/8/22";"1909/1/27";"""Thomas Darling Smith""";"""Thomas Darling Smith""";B27C7/005||;"";"";"0";"1";US - Expired - Lifetime
US1001562A;"""Electrically""";US1001562A;"";"""US56914410A""";"1910/6/27";US1001562A;"1911/8/22";"1910/6/27";"""Walter S Smith""";"""COLUMBUS ELECTRIC SCALE Co""";G01G13/00||;"";"";"0";"6";US - Expired - Lifetime
US10015633B2;"""Context based enablement of beacon devices""";US20170325067A1;"2017/11/9";"""US15/146,153""";"2016/5/4";US10015633B2;"2018/7/3";"2016/5/4";"""Jeremy A. Greenberger""";"""International Business Machines Corp""";H04W4/025||G06Q10/063114||H04L67/04||H04L67/10||H04L67/125||H04L67/26||H04W4/008||H04W4/80||Y04S10/50||;"""A computer-implemented method includes identifying a context associated with a mobile device, wherein the mobile device is capable of listening for a beacon signal. The computer-implemented method further includes determining whether the mobile device is qualified to listen for the beacon signal based on the context associated with the mobile device. The computer-implemented method further includes activating the mobile device to listen for the beacon signal.""";"6";"9";"8";US - Active
US1001564A;"""Attachment for cotton""";US1001564A;"";"""US62252111A""";"1911/4/21";US1001564A;"1911/8/22";"1911/4/21";"""James L Standard""";"""James L Standard""";D01B1/04||;"";"";"0";"0";US - Expired - Lifetime
US10015656B2;"""Reception apparatus, reception method, transmission apparatus, and transmission method""";US20170238160A1;"2017/8/17";"""US15/519,153""";"2015/10/7";US10015656B2;"2018/7/3";"2014/10/21";"""Kazuyuki Takahashi,Naohisa Kitazato,Jun Kitahara,Yasuaki Yamagishi""";"""Sony Corp""";H04W4/90||H04H20/59||H04H20/95||H04L1/0079||H04N21/2343||H04N21/23614||H04N21/2381||H04N21/426||H04N21/4345||H04W4/22||H04N21/2383||H04N21/4382||H04N21/814||;"""There is provided a reception apparatus including a first acquisition unit which acquires, preceding text format second signaling data to be transmitted in a lower-level layer than an IP layer in a hierarchy of a protocol of an IP transmission system and containing control information independent of a service identified by an IP address, binary format first signaling data containing a flag indicating whether the second signaling data exists in digital broadcast using the IP transmission system, a second acquisition unit which acquires the second signaling data on the basis of the first signaling data, and a control unit which controls operation of the units which perform various types of processing on the basis of the second signaling data. The present technology can be applied to, for example, a television receiver.""";"14";"15";"7";EP - Active IP Right Grant Pending Application Filing Active Pending Search and Examination Active, MX - Active IP Right Grant Pending Application Filing Active Pending Search and Examination Active, CA - Active IP Right Grant Pending Application Filing Active Pending Search and Examination Active, WO - Active IP Right Grant Pending Application Filing Active Pending Search and Examination Active, JP - Active IP Right Grant Pending Application Filing Active Pending Search and Examination Active, KR - Active IP Right Grant Pending Application Filing Active Pending Search and Examination Active, US - Pending
US1001565A;"""Drafting instrument.""";US1001565A;"";"""US52083409A""";"1909/10/4";US1001565A;"1911/8/22";"1909/10/4";"""Milton H Starke""";"""Milton H Starke""";B43L7/00||;"";"";"0";"2";US - Expired - Lifetime
US10015663B2;"""Method for accessing a roaming device and corresponding proxy network""";US20180007537A1;"2018/1/4";"""US15/540,990""";"2015/12/21";US10015663B2;"2018/7/3";"2014/12/31";"""Jean-Fran?ois Kuc""";"""Gemalto SA""";H04W8/12||H04L67/2861||H04W8/02||H04W8/06||H04W8/183||H04M15/8038||H04W48/18||;"""A roaming device sends, through a visited network and a proxy network, to a home network, an identifier for a first subscription. The home network sends, through the proxy network, to the visited network, data relating to the first subscription. The proxy network sends to the home network a first temporary address. The visited network sends to the proxy network a second temporary address. The device activates a second subscription. The device sends, through the visited network and the proxy network, to the roaming provider network, an identifier for the second subscription. The roaming provider network sends, through the proxy network, to the visited network, data relating to the second subscription. The proxy network registers the first subscription identifier, the second subscription identifier, the first temporary address and the second temporary address. The proxy network sends to the roaming provider network the first temporary address.""";"10";"4";"1";EP - Active Active Application Filing, US - Active Active Application Filing, WO - Active Active Application Filing
US1001566A;"""Expression""";US1001566A;"";"""US46842808A""";"1908/12/21";US1001566A;"1911/8/22";"1908/12/21";"""Percival K Van Yorx""";"""Wilcox & White Co""";G10F5/04||;"";"";"0";"0";US - Expired - Lifetime
US10015672B2;"""Mobile hotspot""";US20170034860A1;"2017/2/2";"""US15/088,170""";"2016/4/1";US10015672B2;"2018/7/3";"2015/7/30";"""Anders Berggren,Rickard Ljung,Lars Nord,Linh Trang""";"""Sony Mobile Communications Inc""";H04W88/06||H04W12/06||H04W24/02||H04W40/04||H04W48/00||H04W60/00||H04W76/10||H04W76/12||H04W88/16||H04W76/15||H04W88/02||H04W88/08||;"""An access point node comprises a first interface configured to communicate with a radio access node of a cellular network via a radio link and further comprises a second interface configured to communicate with a terminal via a further radio link. The access point node is configured to establish an end-to-end connection with a user-plane gateway node of the cellular network in response to receiving an attach message from the terminal.""";"22";"19";"7";KR - IP Right Grant Pending Application Filing Active Active Active, EP - IP Right Grant Pending Application Filing Active Active Active, WO - IP Right Grant Pending Application Filing Active Active Active, JP - IP Right Grant Pending Application Filing Active Active Active, CN - IP Right Grant Pending Application Filing Active Active Active, US - Active
US1001567A;"""Cooling""";US1001567A;"";"""US55669910A""";"1910/4/21";US1001567A;"1911/8/22";"1910/4/21";"""Henry A Waterman,Lyford C Bradley,William K Andrew""";"""International Harverster Corp""";F28D1/0358||Y10S261/11||;"";"";"0";"0";US - Expired - Lifetime
US10015687B2;"""Measurement in MBMS""";US20150223090A1;"2015/8/6";"""US14/610,985""";"2015/1/30";US10015687B2;"2018/7/3";"2014/1/31";"""Gert-Jan van Lieshout,Himke Van Der Velde,Boon Loong Ng,Sangbum Kim,Thomas David Novlan""";"""Samsung Electronics Co Ltd""";H04W24/10||H04L12/189||H04L43/08||H04L51/38||H04W24/02||H04W24/08||H04W4/06||;"""Drive testing for network optimization has been supplemented by the use of information measuring radio conditions collected by mobile terminals (i.e. UEs). To improve the user experience of multicast and broadcast services based on cellular telecommunications networks, such as MBMS and eMBMS, a mechanism is described that adapts UE-based reporting of measurement reports to multicast and broadcast services.""";"20";"16";"7";GB - Active, US - Pending, CN - Active Pending IP Right Grant Pending Active Pending Application Filing, KR - Active Pending IP Right Grant Pending Active Pending Application Filing, EP - Active Pending IP Right Grant Pending Active Pending Application Filing, WO - Active Pending IP Right Grant Pending Active Pending Application Filing
US10015689B2;"""Carrier coordination device and system, communications device and method, and measurement device and method""";US20160095007A1;"2016/3/31";"""US14/890,285""";"2014/6/6";US10015689B2;"2018/7/3";"2013/6/8";"""Hui Tian,Qimei CUI,Zhilin Li,Baoang JIANG,Liqi GAO,Meng Wang""";"""Sony Corp""";H04W24/08||H04L5/001||H04L5/0073||H04L5/0092||H04W24/02||H04W72/082||H04L5/006||H04L5/14||H04W72/0453||;"""A carrier coordination device and system, a communications device and method, and a measurement device and method. The carrier coordination device includes: a receiving unit, used to receive interference information for describing interference suffered by a user equipment; and a coordination unit, used to determine an interfering source base station of the user equipment according to the interference information, and coordinate carrier use of the user equipment and/or the interfering source base station at least based on the interference information and carrier state information of the interfering source base station, to reduce the interference suffered by the user equipment. The technology can be applied in a wireless communications field.""";"19";"9";"4";CN - Pending, WO - Application Filing Active, US - Application Filing Active
US10015693B2;"""Method for using radio interface technology, apparatus, and communications system""";US20170367003A1;"2017/12/21";"""US15/695,525""";"2017/9/5";US10015693B2;"2018/7/3";"2015/3/6";"""Jian Zhang,Lixia Xue,Qinghai Zeng,Yuanjie Li,Ting Wang""";"""Huawei Technologies Co Ltd""";H04W28/0226||H04W16/02||H04W24/02||H04W40/22||H04W72/042||H04W72/0453||H04W74/0833||H04W8/08||H04W84/045||H04W88/10||H04W92/10||H04W92/14||H04W28/0215||H04W48/12||H04W48/16||H04W74/006||;"""Embodiments of the present disclosure provide: dividing, by a base station, a frequency band of a cell into N frequency ranges, where the N frequency ranges include a common frequency range and a dedicated frequency range; sending, by the base station, information about the N frequency ranges and random access resource information of the cell to a UE; mapping, by the base station, a service bearer DRB of the UE into at least one frequency range of the N frequency ranges; and transmitting, by using a radio interface technology supported by the specified frequency range into which the DRB is mapped, a service carried on the DRB with the UE. A method for using a radio interface technology includes: using, by UE, a common frequency range, and optionally, using, by the UE, a dedicated frequency range to perform wireless network access.""";"25";"18";"31";KR - IP Right Grant Application Filing Search and Examination Pending Active Active Active Active Active, WO - IP Right Grant Application Filing Search and Examination Pending Active Active Active Active Active, BR - IP Right Grant Application Filing Search and Examination Pending Active Active Active Active Active, CN - IP Right Grant Application Filing Search and Examination Pending Active Active Active Active Active, JP - IP Right Grant Application Filing Search and Examination Pending Active Active Active Active Active, EP - IP Right Grant Application Filing Search and Examination Pending Active Active Active Active Active, US - Active
US10015697B2;"""Gateway weight factor and load information""";US20160269935A1;"2016/9/15";"""US14/401,220""";"2014/11/11";"";"2018/7/3";"2013/11/11";"""Yong Yang,Anders FRED?N,Tony Olsson""";"""Telefonaktiebolaget LM Ericsson AB""";H04W28/08||H04L61/1511||H04W48/17||H04W84/042||H04W88/08||H04W88/16||;"""The disclosure herein is directed to a method in a mobility management node (MME1) and a mobility management node (MME1) for executing the method of selecting a network access gateway node (PGW1, PGW2, PGW3) when establishing a PDN connection for a radio terminal (UE) to a PDN (400) identified by an APN (APN1) which mobility management node is configured to operatively manage the mobility for the radio terminal and which access gateway node is configured to operatively act as a network access gateway to the PDN so as to provide connectivity for the radio terminal to the PDN, the method comprises: receiving (401), from a number of network access gateway nodes (PGW1, PGW2, PGW3), APN capacity allocation information indicating the APN capacity that each access gateway node has allocated to serve the APN, and APN load information indicating the APN load that each access gateway currently experience with respect to the APN, receiving (402), from a Domain Name Server (DNS1), weight factor information indicating the relative amount at which each access gateway node should be selected when a PDN connection is created, and selecting (403) a network access gateway node among said number of network access gateways based on the APN capacity allocation information and the APN load information and the weight factor information.""";"8";"7";"8";PL - Active  Pending Active Active Application Filing , CN - Active  Pending Active Active Application Filing , RU - Active  Pending Active Active Application Filing , EP - Active  Pending Active Active Application Filing , US - Active, WO - Active  Pending Active Active Application Filing 
US1001569A;"""Tie and rail""";US1001569A;"";"""US63324011A""";"1911/6/15";US1001569A;"1911/8/22";"1911/6/15";"""Henry Harry Wiggins""";"""Henry Harry Wiggins""";E01B9/32||;"";"";"0";"0";US - Expired - Lifetime
US100156A;"""Improved steam clothes""";US100156A;"";"";"";US100156A;-10904;"";"";"";D06F1/08||;"";"";"0";"0";US - Expired - Lifetime
US10015705B2;"""Device and method in radio communication system""";US20150350977A1;"2015/12/3";"""US14/760,881""";"2013/12/26";US10015705B2;"2018/7/3";"2013/1/25";"""Xiaodong Xu,Yateng HONG,Ya Liu,Chengjin LUO""";"""Sony Corp""";H04W36/0088||H04W24/10||H04W72/0413||;"""A device and method in a radio communication system. The device includes: an acquisition unit for use in acquiring a signal quality of a mobile terminal relative to a source cell; an assessment unit for use in assessing the degree of change in the signal quality of the mobile terminal relative to the source cell on the basis of multiple signal qualities of the mobile terminal relative to the source cell acquired at every predetermined time interval; and, a triggering unit for use in triggering, on the basis of the degree of change in the signal quality of the mobile terminal relative to the source cell, the mobile terminal to submit a measurement result.""";"19";"28";"14";CN - Pending Active IP Right Grant Application Filing Active Active Active Active, KR - Pending Active IP Right Grant Application Filing Active Active Active Active, WO - Pending Active IP Right Grant Application Filing Active Active Active Active, EP - Pending Active IP Right Grant Application Filing Active Active Active Active, JP - Pending Active IP Right Grant Application Filing Active Active Active Active, US - Pending Active IP Right Grant Application Filing Active Active Active Active, ES - Pending Active IP Right Grant Application Filing Active Active Active Active
US10015707B2;"""Method and device for processing pre""";US20160205600A1;"2016/7/14";"""US14/909,322""";"2014/5/8";US10015707B2;"2018/7/3";"2013/8/1";"""Yingqi XU,Yada Huang,Xiaojuan Shi,Yuqin Chen""";"""ZTE Corp""";H04W36/0094||H04W36/0016||H04W36/0072||H04W36/36||;"""Provided are a method and device for processing pre-handover, User Equipment (UE) and a cell. The method includes that: UE receives pre-handover target cell configuration information sent by a serving cell; and the UE executes pre-handover procedure according to the pre-handover target cell configuration information. By the disclosure, the problems of low handover success rate and poor handover robustness of inter-cell handover in the related art are solved, and effects of enhancing robustness of inter-cell handover, increasing a success rate of inter-cell handover and improving network performance and a user experience are further achieved.""";"12";"12";"10";CN - Pending, EP - Active Active Application Filing, US - Active Active Application Filing, WO - Active Active Application Filing
US10015712B2;"""Gateway update information notification method, and controller""";US20160295476A1;"2016/10/6";"""US15/037,812""";"2014/6/4";US10015712B2;"2018/7/3";"2013/11/22";"""Yifeng Bi,Jing Wang,Tian Tian""";"""ZTE Corp""";H04W36/10||H04W36/125||H04W36/0058||H04W36/12||H04W68/00||H04W76/22||H04W88/16||H04W36/0055||;"""A method and system for notifying information applied to an Evolved Packet System/General Packet Radio Service network implemented by a Software Defined Network is provided, in which, a controller reselects a gateway to obtain a new gateway and sends user plane information of the new gateway to a front-end network element. The user plane information comprises user plane address information of the new gateway. The controller sends a GPRS Tunnel Protocol (GTP) notification message or GTP Update Bearer Request message carrying the user plane information of the new gateway to the front-end network element; or sends a GTP Update Bearer Request message carrying an update indication to the front-end network element, sends a bearer response message carrying the user plane information to the front-end network element through a GTP Modify Bearer Response after receiving a GTP Modify Bearer Request message sent by the front-end network element.""";"11";"18";"23";CN - Active, EP - Active Active Application Filing, US - Active Active Application Filing, WO - Active Active Application Filing
US10015724B2;"""Communication apparatus, control method for communication apparatus, and storage medium storing program""";US20170181061A1;"2017/6/22";"""US15/452,371""";"2017/3/7";US10015724B2;"2018/7/3";"2014/7/23";"""Ryosuke Amano""";"""Canon Inc""";H04W36/0005||H04W48/08||H04B5/0031||H04B5/02||H04W36/00||H04W4/008||H04W4/80||H04W40/36||H04W52/0229||H04W76/027||H04W76/18||H04W8/005||H04W8/18||H04W36/14||H04W76/023||H04W76/14||H04W84/12||H04W88/02||H04W88/06||Y02B60/50||Y02D30/70||;"""A communication apparatus that determines between apparatuses whether a service is executable before a wireless LAN connection is established and that establishes the wireless LAN connection only when the service is executable includes a determination unit that determines, if the communication apparatus and a communication partner apparatus overlap each other in terms of their roles as a requester when performing a handover, whether to transmit a response message in response to a request message received from the communication partner apparatus, and a transmission unit that transmits, if the determination unit determines to transmit the response message, a response message rejecting the connection using a second communication method to the communication partner apparatus using a first communication unit that performs wireless communication using a first communication method, regardless of whether the connection using the second communication method is executable.""";"14";"14";"2";JP - Active, US - Active, CN - Active Active
US10015725B2;"""Method and apparatus for transmitting uplink data in wireless communication system""";US20170150424A1;"2017/5/25";"""US15/323,690""";"2015/5/4";"";"2018/7/3";"2014/7/3";"""Eunjong Lee,Jaehoon Chung,Genebeck Hahn,Jinmin Kim,Kukheon CHOI,Kwangseok NOH""";"""LG Electronics Inc""";H04W72/042||H04W48/12||H04W72/0413||H04W72/1289||H04W74/002||H04W72/00||H04W74/08||;"""A method for transmitting uplink (UL) data requiring low latency in a wireless communication system is disclosed. The method performed by a user equipment (UE) includes receiving a first control message for informing a basic Contention-based PUSCH (Physical Uplink Shared Channel) Zone (CP zone) allocated to each subframe from an enhanced Node B (eNB), receiving a second control message for informing changes in a CP zone allocated to a specific subframe from the eNB, and transmitting UL data to the eNB through a CPRB (Contention PUSCH Resource Block) of the changed CP zone based on the received second control message. The first control message includes basic CP zone resource information indicating resource information of the basic CP zone, and the second control message includes changed CP zone resource information indicating resource information of the changed CP zone.""";"12";"16";"17";KR - Active Active Active Application Filing Active, JP - Active Active Active Application Filing Active, CN - Active Active Active Application Filing Active, US - Active Active Active Application Filing Active, WO - Active Active Active Application Filing Active, EP - Active Active Active Application Filing Active
US10015732B2;"""Method of dynamic frequency selection and an electronic device employing the same""";US20170353916A1;"2017/12/7";"""US15/681,435""";"2017/8/21";US10015732B2;"2018/7/3";"2015/8/27";"""Shu-Hao Chang""";"""Ambit Microsystems Shanghai Ltd""";H04W48/16||;"""A method of dynamic frequency selection includes receiving setting information of a WI-FI unit input by an input unit, controlling the WI-FI unit in a STA working mode to switch different channels to scan an available access point AP with dynamic frequency selection within one channel when receiving the setting information of setting the WI-FI unit to work in an AP working mode and the STA working mode simultaneously, controlling the WI-FI unit in the AP working mode to switch to the channel within which the WI-FI unit in the STA working mode scans the available access point AP when the WI-FI unit in the STA working mode scans the available access point AP, and controlling the WI-FI unit in the AP working mode to communicate with a terminal device via the switched access point AP.""";"14";"14";"6";TW - Active, US - Active
US10015738B2;"""Method, apparatus, and device for controlling wireless transmission""";US20160183183A1;"2016/6/23";"""US15/055,155""";"2016/2/26";US10015738B2;"2018/7/3";"2013/8/27";"""Lianbo ZHANG,Xun Yang,Jing Li""";"""Huawei Technologies Co Ltd""";H04W48/20||H04W28/0236||H04W28/12||H04W28/20||H04W48/06||H04W76/04||H04W76/20||H04W76/30||H04W84/12||H04W88/02||H04W88/08||;"""Embodiments of the disclosure provide a method, an apparatus, and a device for controlling wireless transmission. A first access point in a first system selects, from access point devices in a second system, one access point as a second access point to which the first access point is attached, and connects to the second access point to send first information to a network device. In so doing, the network device determines, according to the first information and second information that is sent by a user device via an access point to which the user device is attached, a transmission mode and a transmission bandwidth between the first access point and the user device, thereby solving a problem of cross timeslot interference that occurs when wireless local area network systems of different types have an overlapping coverage area and are not synchronized.""";"20";"21";"1";EP - Active Active Application Filing, CN - Active Active Application Filing, WO - Active Active Application Filing, US - Active
US1001573A;"""Razor stropping and honing machine.""";US1001573A;"";"""US58499810A""";"1910/10/3";US1001573A;"1911/8/22";"1910/10/3";"""Christian Alter""";"""Christian Alter""";B24B3/38||;"";"";"0";"1";US - Expired - Lifetime
US10015746B2;"""Communication apparatus and control method thereof""";US20170006546A1;"2017/1/5";"""US15/196,747""";"2016/6/29";US10015746B2;"2018/7/3";"2015/7/2";"""Tomoya Sakai,Kensuke Yasuma,Kenichi Fujii""";"""Canon Inc""";H04W52/0229||H04W4/12||H04L67/02||Y02D30/70||Y02D70/00||Y02D70/1262||Y02D70/142||Y02D70/144||Y02D70/162||Y02D70/166||Y02D70/168||;"""A communication apparatus transmits identification information for identifying a push message to be transmitted to the communication apparatus to a relay apparatus by using the first transmission unit, receives, from the relay apparatus, a push message transmitted by the relay apparatus after the first transmission unit transmits the identification information to the relay apparatus, and performs a process for switching the operation mode of the communication apparatus from the first operation mode to the second operation mode lower than the first operation mode in power consumption after the first transmission unit transmits the identification information to the relay apparatus.""";"7";"10";"4";JP - Active, US - Active
US1001574A;"""Means for cooling the interior of refrigerating structures.""";US1001574A;"";"""US51672309A""";"1909/9/8";US1001574A;"1911/8/22";"1909/9/8";"""Nelson F Anderson""";"""Nelson F Anderson""";F24D3/165||;"";"";"0";"0";US - Expired - Lifetime
US10015751B2;"""Method and apparatus for controlling uplink power in wireless""";US20180014256A1;"2018/1/11";"""US15/713,423""";"2017/9/22";"";"2018/7/3";"2014/2/11";"""Yunjung Yi,Joonkui AHN,Daesung Hwang,Suhwan Lim""";"""LG Electronics Inc""";H04W52/247||H04W52/146||H04W52/34||H04W52/36||H04W52/365||H04W52/367||H04W52/40||;"""Descriptions on the method and the apparatus for controlling uplink transmission power are provided. The method for controlling uplink transmission power comprises receiving a signal on a downlink channel, wherein the signal includes information on transmission power which indicates a power control mode, determining whether primary cell (PCell) and secondary cell (SCell) are asynchronous or synchronous, determining maximum transmission power for the SCell, using the information on transmission power, based on whether the PCell and the SCell are asynchronous or synchronous, and transmitting signal to the SCell based on the maximum transmission power for the SCell.""";"16";"17";"34";EP - Active Active Active Application Filing IP Right Grant Active Active, JP - Active Active Active Application Filing IP Right Grant Active Active, CN - Active Active Active Application Filing IP Right Grant Active Active, WO - Active Active Active Application Filing IP Right Grant Active Active, KR - Active Active Active Application Filing IP Right Grant Active Active, US - Active
US10015759B2;"""Apparatus and method for uplink synchronizing in multiple component carrier system""";US20180007646A1;"2018/1/4";"""US15/709,185""";"2017/9/19";US10015759B2;"2018/7/3";"2012/3/23";"""Ki Bum Kwon,Jae Hyun Ahn,Kang Suk HUH""";"""Goldpeak Innovations Inc""";H04W56/0005||H04J11/0076||H04W36/0055||H04W56/00||H04W74/0833||;"""A user equipment (UE) of re-organizing a timing advance group (TAG) is provided. The UE includes: a receiving unit for receiving, from a serving base station, secondary serving cell (SCell) configuration information which includes a first field and a second field, the first field including an ScellIndex of an SCell to indicate a removal of the SCell, the second field including at least one of the ScellIndex to indicate an addition of the SCell and a TAG ID indicating a TAG of the SCell, and a radio resource control (RRC) processing unit for performing the addition of the SCell after performing the removal of the SCell from one or more SCells configured in the UE, and for reorganizing the TAG by including the SCell in the TAG.""";"2";"28";"25";KR - IP Right Grant, US - Pending, WO - Active Application Filing
US10015769B1;"""Systems and methods for indoor positioning using wireless positioning nodes""";US10015769B1;"2018/7/3";"""US15/924,093""";"2018/3/16";"";"2018/7/3";"2017/3/16";"""Saed Younis""";"""Lonprox Corp""";H04W64/00||G01S5/0045||G01S5/0236||G01S5/0242||G01S5/10||G01S5/145||H04W4/33||H04W4/02||H04W56/001||;"""This disclosure provides systems and methods for determining a location of a mobile device within an indoor environment. An embodiment of the system can have one or more positioning nodes (PONs), each having one or more antennas. Each PON can be disposed at a location within indoor environment and configured to transmit signals via the one or more antennas. The signals transmitted from the antennas of the PONs can be synchronized in time and frequency. A server communicatively coupled to the PONs and storing aiding information, including location and signal information related to the PONs, can transmit the aiding information to a mobile device. The mobile device can receive the signals from use the PONs and use the aiding information to determine a three dimensional position within the indoor environment based on one-way time difference of arrival of the signals.""";"20";"16";"18";WO - Pending Active Pending Active IP Right Grant Active, CN - Pending Active Pending Active IP Right Grant Active, US - Active, EP - Pending Active Pending Active IP Right Grant Active, KR - Pending Active Pending Active IP Right Grant Active
US1001576A;"""Inking device for printing""";US1001576A;"";"""US60189111A""";"1911/1/10";US1001576A;"1911/8/22";"1911/1/10";"""Walter N Bates""";"""Walter N Bates""";B41F31/14||;"";"";"0";"0";US - Expired - Lifetime
US10015782B2;"""Multiple subframe set CSI feedback""";US20170041905A1;"2017/2/9";"""US15/101,556""";"2015/1/6";US10015782B2;"2018/7/3";"2014/1/7";"""Wanshi Chen,Chao Wei,Neng Wang,Hao Xu,Peter Gaal""";"""Qualcomm Inc""";H04L1/0693||H04W72/042||H04B17/345||H04B7/0413||H04B7/0626||H04L1/00||H04L5/001||H04L5/0023||H04L5/0048||H04L5/0092||H04L5/1469||H04L69/22||H04W12/033||H04W24/00||H04W24/10||H04W48/00||H04W72/04||H04W72/0446||H04W74/0858||H04L5/0064||H04W28/06||;"""Certain aspects of the present disclosure relate to techniques and methods for reporting channel state information (CSI) feedback, for example, for UEs capable of supporting evolved interference management traffic adaptation (eIMTA). In one aspect, a method generally includes receiving signaling of a first uplink/downlink (UL/DL) subframe configuration for communicating with a base station (BS), receiving signaling of at least one channel state information (CSI) reporting configuration indicating at least two subframe sets, where each subframe set is associated with an interference measurement resource (IMR) configuration, detecting a collision of CSI reporting for the at least two subframe sets in an uplink subframe, prioritizing one subframe set from the at least two subframe sets for CSI reporting in the uplink subframe, and reporting CSI in the uplink subframe based on the prioritization.""";"22";"29";"19";WO - Active  Pending Active Pending Application Discontinuation Active IP Right Grant Application Filing Active Active Pending, EP - Active  Pending Active Pending Application Discontinuation Active IP Right Grant Application Filing Active Active Pending, HU - Active  Pending Active Pending Application Discontinuation Active IP Right Grant Application Filing Active Active Pending, CN - Active  Pending Active Pending Application Discontinuation Active IP Right Grant Application Filing Active Active Pending, JP - Active, KR - Active  Pending Active Pending Application Discontinuation Active IP Right Grant Application Filing Active Active Pending, ES - Active  Pending Active Pending Application Discontinuation Active IP Right Grant Application Filing Active Active Pending, US - Active
